id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
4955,,2116,48,6,6,,104.37,,"fecha_emision_vacio,prima_vacio,monto_asegurado_vacio"
4956,2025-10-13,824,80,7,4,1553.86,330.39,,monto_asegurado_vacio
4958,2026-02-03,2352,17,7,1,,88.67,98240.34,prima_vacio
4959,2026-02-17,1758,5,14,1,,154.93,101968.77,prima_vacio
4962,2025-08-29,170,27,15,10,102.46,12.58,,monto_asegurado_vacio
4963,,2516,13,10,9,1545.08,178.1,,"fecha_emision_vacio,monto_asegurado_vacio"
4965,2025-03-24,260,47,6,1,,,161851.4,"prima_vacio,comision_vacio"
4967,2026-01-28,1046,34,12,7,,22.24,23739.25,prima_vacio
4971,2025-01-04,555,36,7,2,964.14,187.31,,monto_asegurado_vacio
4978,2025-08-19,1067,12,12,6,,,3486.33,"prima_vacio,comision_vacio"
4979,2026-01-13,79,37,12,3,1543.56,,307724.98,comision_vacio
4980,2025-11-02,319,42,10,6,1256.35,,,"comision_vacio,monto_asegurado_vacio"
4981,2025-11-20,999,46,2,7,,51.13,67921.12,prima_vacio
4987,,655,37,15,4,1654.96,235.49,62991.65,fecha_emision_vacio
4989,2025-11-07,1939,4,3,4,212.72,,12730.42,comision_vacio
4990,2025-03-11,199,70,11,2,,26.32,19522.0,prima_vacio
4993,,145,33,12,12,1601.64,340.19,258886.64,fecha_emision_vacio
4997,2025-06-09,1035,78,1,1,,77.89,19578.26,prima_vacio
4998,2025-09-09,3676,60,9,2,,1701.8,212295.1,prima_vacio
4999,2025-01-06,1910,62,13,8,,298.61,205246.76,prima_vacio
5000,,2710,71,7,4,,146.36,,"fecha_emision_vacio,prima_vacio,monto_asegurado_vacio"
5001,2025-08-11,1719,53,9,5,1448.28,,67068.29,comision_vacio
5002,2025-12-07,1479,77,14,8,1207.28,155.2,,monto_asegurado_vacio
5003,2025-08-12,802,29,15,3,641.48,114.64,,monto_asegurado_vacio
5006,2025-09-17,2271,14,13,12,653.69,,96540.77,comision_vacio
5007,2025-08-01,1983,8,13,1,430.81,,28183.51,comision_vacio
5009,2025-04-21,1859,38,15,6,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5010,2025-12-14,131,77,3,3,1501.1,212.91,,monto_asegurado_vacio
5011,2025-07-17,146,7,6,4,421.75,,36003.19,comision_vacio
5013,2025-10-06,717,73,2,9,,126.3,61880.36,prima_vacio
5018,2026-02-18,1029,34,14,1,,,26090.59,"prima_vacio,comision_vacio"
5019,2025-01-19,2971,6,8,2,613.1,,97941.36,comision_vacio
5022,2025-10-22,708,56,12,8,266.42,65.18,,monto_asegurado_vacio
5023,2025-07-06,692,40,2,2,138.53,,16465.79,comision_vacio
5026,2025-03-04,1039,31,2,1,942.97,,63506.81,comision_vacio
5027,2025-08-11,221,50,15,3,,12.16,2608.84,prima_vacio
5028,2026-01-15,3738,38,9,2,239.72,16.06,,monto_asegurado_vacio
5031,2025-03-20,581,30,6,10,529.09,,48003.31,comision_vacio
5035,2025-03-05,78,65,11,6,1119.24,,67256.68,comision_vacio
5037,2025-01-11,587,23,13,11,223.87,,18063.04,comision_vacio
5038,2025-05-15,886,21,3,12,,13.98,,"prima_vacio,monto_asegurado_vacio"
5040,,508,58,2,5,,89.97,155163.36,"fecha_emision_vacio,prima_vacio"
5042,2025-07-29,2631,73,10,4,1349.17,,,"comision_vacio,monto_asegurado_vacio"
5052,2025-08-11,1214,45,7,8,,,103827.41,"prima_vacio,comision_vacio"
5055,2025-07-04,1612,11,7,8,,43.32,43749.63,prima_vacio
5056,2025-10-04,893,46,7,2,245.49,,,"comision_vacio,monto_asegurado_vacio"
5057,2025-10-09,993,25,3,7,1045.52,,,"comision_vacio,monto_asegurado_vacio"
5058,2025-01-05,2795,40,8,8,,174.38,,"prima_vacio,monto_asegurado_vacio"
5059,,2429,79,12,1,,40.58,,"fecha_emision_vacio,prima_vacio,monto_asegurado_vacio"
5061,2026-02-08,2782,70,11,1,391.62,94.63,,monto_asegurado_vacio
5062,,554,50,9,10,903.57,190.75,,"fecha_emision_vacio,monto_asegurado_vacio"
5063,2025-06-26,2075,22,8,2,1460.93,,,"comision_vacio,monto_asegurado_vacio"
5064,2025-12-22,1209,67,2,10,,58.29,36006.94,prima_vacio
5066,2026-01-16,2181,65,7,4,1173.27,79.88,,monto_asegurado_vacio
5067,2026-01-17,258,38,8,10,,261.88,,"prima_vacio,monto_asegurado_vacio"
5068,,2298,14,3,7,,102.26,250945.42,"fecha_emision_vacio,prima_vacio"
5069,2025-02-09,1856,42,2,7,1719.94,217.87,,monto_asegurado_vacio
5071,2025-01-06,1071,37,15,1,,96.9,81504.54,prima_vacio
5072,2025-09-09,1685,61,8,3,1022.06,,103921.14,comision_vacio
5073,2026-02-17,1265,52,15,10,1447.98,85.08,,monto_asegurado_vacio
5075,,2208,37,4,9,1851.49,340.26,,"fecha_emision_vacio,monto_asegurado_vacio"
5076,2025-07-08,1919,31,6,9,,105.62,69414.82,prima_vacio
5077,,2326,1,9,10,381.97,21.39,15866.29,fecha_emision_vacio
5078,2026-01-29,2329,8,14,10,1094.58,55.56,,monto_asegurado_vacio
5080,2025-11-05,303,57,13,10,652.42,,52066.96,comision_vacio
5081,2026-10-01,2837,19,13,5,944.0,,,"comision_vacio,monto_asegurado_vacio"
5082,2025-05-27,1456,6,9,4,1632.48,,106509.44,comision_vacio
5083,2025-04-06,679,68,10,11,,160.52,167461.85,prima_vacio
5084,2025-07-06,707,71,11,6,1257.76,295.48,,monto_asegurado_vacio
5085,2025-09-18,1204,78,13,8,66.61,16.38,,monto_asegurado_vacio
5086,2026-02-17,1157,43,9,10,390.43,,53022.76,comision_vacio
5088,2025-10-24,2189,61,4,6,1347.7,,265781.92,comision_vacio
5091,2025-01-30,1610,80,5,4,,220.4,,"prima_vacio,monto_asegurado_vacio"
5092,,1321,70,11,7,1990.61,241.24,237918.9,fecha_emision_vacio
5093,2025-08-21,1858,66,10,3,1118.84,181.73,,monto_asegurado_vacio
5094,2025-01-29,523,17,14,7,999.09,,,"comision_vacio,monto_asegurado_vacio"
5095,2025-02-18,360,23,6,7,1613.52,,190345.33,comision_vacio
5096,2025-03-19,327,66,4,6,1225.37,290.99,,monto_asegurado_vacio
5097,2025-09-22,532,29,10,3,1822.55,220.15,,monto_asegurado_vacio
5099,2025-01-08,1611,13,2,7,513.29,84.43,,monto_asegurado_vacio
5104,2025-08-30,1978,72,4,4,1834.74,308.9,,monto_asegurado_vacio
5105,2025-08-21,2994,23,2,2,233.96,,4745.38,comision_vacio
5106,,1244,55,9,8,504.97,101.11,49111.34,fecha_emision_vacio
5107,2025-05-10,1900,36,1,2,,85.58,195656.77,prima_vacio
5109,2025-09-26,2888,33,4,9,1462.48,117.03,,monto_asegurado_vacio
5111,,2509,25,1,5,201.36,31.05,,"fecha_emision_vacio,monto_asegurado_vacio"
5114,,2560,30,5,6,560.47,73.73,111993.45,fecha_emision_vacio
5117,2025-03-20,267,13,4,3,,28.09,81479.14,prima_vacio
5121,2025-11-12,2544,18,14,8,,95.15,76468.75,prima_vacio
5124,2025-02-22,1035,80,2,12,1831.3,,104802.08,comision_vacio
5125,2025-08-01,2496,42,12,5,,,63185.26,"prima_vacio,comision_vacio"
5126,2025-05-21,923,14,6,8,936.37,,52933.8,comision_vacio
5128,,1963,14,7,11,1695.34,,84896.86,"fecha_emision_vacio,comision_vacio"
5130,2026-01-26,868,66,15,6,,103.85,59544.85,prima_vacio
5131,2025-12-27,503,57,3,2,1224.42,,142130.43,comision_vacio
5134,2025-12-08,1681,76,15,2,,21.79,5150.37,prima_vacio
5136,2025-06-19,556,67,12,4,,176.02,194112.26,prima_vacio
5138,,2389,20,10,7,838.66,59.84,165379.14,fecha_emision_vacio
5140,2025-05-06,840,2,10,9,,,32153.99,"prima_vacio,comision_vacio"
5144,2025-08-31,172,8,15,11,1214.69,,82557.18,comision_vacio
5145,,1425,56,2,4,477.44,,42511.76,"fecha_emision_vacio,comision_vacio"
5146,2026-02-18,1407,16,13,4,1165.26,90.03,,monto_asegurado_vacio
5148,2025-05-21,3506,30,9,11,52.39,,3907.45,comision_vacio
5152,2025-12-04,918,78,3,11,,290.76,244307.86,prima_vacio
5153,2025-05-02,574,80,10,2,1755.41,265.26,,monto_asegurado_vacio
5156,2025-06-02,2660,68,6,10,,266.31,234008.57,prima_vacio
5157,2025-04-11,2411,58,7,8,1860.83,423.52,,monto_asegurado_vacio
5158,2025-10-07,1897,62,8,4,,168.7,,"prima_vacio,monto_asegurado_vacio"
5160,2026-02-13,2364,56,15,5,1870.04,,313720.15,comision_vacio
5161,2025-06-11,2583,25,8,11,,88.61,44499.97,prima_vacio
5163,2025-03-01,1131,30,4,8,902.93,,109962.33,comision_vacio
5164,2025-03-24,2799,31,10,8,,265.41,206805.25,prima_vacio
5165,2025-08-19,1500,31,4,5,1599.56,,48291.35,comision_vacio
5168,2025-10-19,2407,43,3,11,,326.43,,"prima_vacio,monto_asegurado_vacio"
5171,2026-06-01,458,13,6,4,1084.33,220.67,,monto_asegurado_vacio
5173,2025-01-31,691,21,8,2,,182.07,97169.78,prima_vacio
5177,2026-01-14,587,59,14,11,227.06,,15318.3,comision_vacio
5178,2025-03-22,142,33,1,12,,195.54,,"prima_vacio,monto_asegurado_vacio"
5183,2025-01-10,387,6,14,4,428.57,69.7,,monto_asegurado_vacio
5184,2025-04-30,2825,52,5,12,,21.82,19722.22,prima_vacio
5187,2025-06-24,1171,66,13,3,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5188,2026-01-26,236,69,14,12,832.86,83.33,,monto_asegurado_vacio
5189,2025-10-19,2399,68,9,6,950.47,,139060.93,comision_vacio
5192,2025-12-06,1210,12,8,11,1960.19,363.66,,monto_asegurado_vacio
5195,,744,55,4,3,926.06,151.34,41334.05,fecha_emision_vacio
5196,,710,7,1,9,304.67,69.68,,"fecha_emision_vacio,monto_asegurado_vacio"
5198,,2032,20,12,12,974.67,112.94,189090.31,fecha_emision_vacio
5203,2025-06-11,2339,71,10,6,1246.38,,58911.27,comision_vacio
5204,2025-01-06,718,80,12,10,1531.02,227.19,,monto_asegurado_vacio
5206,,269,71,14,2,613.26,,75032.23,"fecha_emision_vacio,comision_vacio"
5207,2025-01-29,872,60,8,4,1426.42,,45672.79,comision_vacio
5209,2025-09-10,913,3,11,3,622.99,107.04,,monto_asegurado_vacio
5215,2026-12-02,2610,5,14,7,1977.13,179.32,,monto_asegurado_vacio
5218,,2749,14,14,11,1730.96,136.64,50065.6,fecha_emision_vacio
5222,2026-01-06,2855,17,4,3,,160.04,104017.19,prima_vacio
5225,2025-11-07,1410,63,12,7,,258.11,194015.98,prima_vacio
5227,2025-03-30,2930,44,14,10,231.79,,24490.35,comision_vacio
5232,,1429,49,9,12,1006.58,196.64,,"fecha_emision_vacio,monto_asegurado_vacio"
5235,2025-11-25,985,61,15,9,1261.07,,34303.93,comision_vacio
5236,2025-03-05,1152,78,9,3,,106.03,44320.13,prima_vacio
5239,2025-09-03,35,16,8,8,165.09,25.11,,monto_asegurado_vacio
5241,2025-02-04,2515,29,4,5,1934.05,,115892.26,comision_vacio
5243,2025-08-15,1050,49,9,12,,,308547.07,"prima_vacio,comision_vacio"
5244,2026-01-12,241,53,3,7,1899.98,,299110.99,comision_vacio
5245,2025-07-23,2541,53,15,3,738.16,,105128.03,comision_vacio
5246,2025-04-27,615,4,14,6,468.47,,86080.47,comision_vacio
5248,,2118,71,4,4,476.93,113.6,85324.69,fecha_emision_vacio
5249,2025-08-15,2897,44,14,9,101.87,8.35,,monto_asegurado_vacio
5251,2025-11-21,60,3,3,7,,159.51,74744.86,prima_vacio
5252,2025-04-12,2143,51,13,11,1162.49,72.42,,monto_asegurado_vacio
5253,2025-02-17,1041,42,2,1,670.23,84.24,,monto_asegurado_vacio
5258,2025-11-18,2081,42,15,6,,,217824.84,"prima_vacio,comision_vacio"
5261,2025-03-28,2661,1,7,1,1311.19,,45193.9,comision_vacio
5263,2025-08-24,717,33,15,6,,83.8,90325.62,prima_vacio
5266,,1630,35,6,4,,,124574.95,"fecha_emision_vacio,prima_vacio,comision_vacio"
5268,,1844,76,4,5,,122.54,37304.23,"fecha_emision_vacio,prima_vacio"
5271,2025-01-14,2626,21,8,4,1619.73,,,"comision_vacio,monto_asegurado_vacio"
5277,2025-02-21,1667,22,7,6,1416.26,207.25,,monto_asegurado_vacio
5279,2026-01-14,1824,50,13,7,792.37,,151769.48,comision_vacio
5280,2025-03-07,1066,35,9,9,130.74,28.52,,monto_asegurado_vacio
5282,2025-07-29,194,48,7,2,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5283,2025-09-06,628,43,1,9,1594.45,,205094.85,comision_vacio
5284,2025-10-03,51,64,10,9,593.46,,61736.38,comision_vacio
5285,2025-09-02,945,77,4,2,862.17,122.22,,monto_asegurado_vacio
5289,,201,79,5,3,311.66,36.41,54039.07,fecha_emision_vacio
5291,2026-02-19,1981,80,1,6,681.38,117.35,,monto_asegurado_vacio
5295,,1409,70,13,1,500.68,122.5,57575.65,fecha_emision_vacio
5297,2025-06-10,962,30,8,10,0.0,,5195.68,comision_vacio
5300,2025-03-13,663,22,14,12,1346.62,334.22,,monto_asegurado_vacio
5301,2025-11-01,896,38,8,3,,57.14,37485.56,prima_vacio
5303,2025-11-13,2287,48,14,1,,46.46,,"prima_vacio,monto_asegurado_vacio"
5304,2025-07-01,1206,64,5,7,,158.93,179161.89,prima_vacio
5306,,708,67,15,10,1260.54,87.45,233514.21,fecha_emision_vacio
5310,2026-01-31,2103,43,2,11,,49.45,65364.93,prima_vacio
5311,2025-05-07,1976,39,15,9,,51.58,34584.25,prima_vacio
5319,2026-07-01,132,36,9,7,,274.62,123258.51,prima_vacio
5325,2025-04-19,1842,23,3,10,180.48,18.84,,monto_asegurado_vacio
5326,2025-11-27,603,68,14,10,1854.33,,219116.93,comision_vacio
5329,,2625,55,2,11,1662.12,228.1,,"fecha_emision_vacio,monto_asegurado_vacio"
5330,,1037,48,15,7,952.39,69.24,21551.3,fecha_emision_vacio
5331,,2539,3,8,1,1302.97,301.85,187960.65,fecha_emision_vacio
5332,2025-04-08,371,3,9,3,-1085.3,,205876.25,comision_vacio
5334,,400,26,13,12,393.32,93.08,50398.14,fecha_emision_vacio
5336,2025-04-24,2502,39,15,5,709.61,42.05,,monto_asegurado_vacio
5337,2025-02-20,2478,33,3,9,,267.99,214068.83,prima_vacio
5339,2025-07-22,2551,18,3,8,,,28597.68,"prima_vacio,comision_vacio"
5342,2025-01-10,944,3,6,12,1876.96,,279972.6,comision_vacio
5343,2026-01-18,2499,62,8,1,,37.52,22387.7,prima_vacio
5344,2025-07-01,2139,2,2,1,152.89,,26817.76,comision_vacio
5345,2025-07-07,2378,46,11,8,1548.4,373.01,,monto_asegurado_vacio
5346,2025-08-30,389,20,11,9,,203.65,134179.59,prima_vacio
5347,2025-12-29,2403,11,8,8,454.7,,44844.72,comision_vacio
5348,2025-01-09,287,36,6,11,451.85,97.97,,monto_asegurado_vacio
5350,,1244,55,13,5,1640.37,,317854.15,"fecha_emision_vacio,comision_vacio"
5355,2025-11-26,2976,13,1,4,784.45,,115566.9,comision_vacio
5356,,164,53,3,10,1041.68,188.22,129743.75,fecha_emision_vacio
5357,2025-10-30,2569,15,1,7,,,114793.13,"prima_vacio,comision_vacio"
5358,2025-08-06,131,69,3,2,,100.01,88197.0,prima_vacio
5363,,194,6,1,8,428.82,64.24,26859.18,fecha_emision_vacio
5364,2025-05-25,1894,33,2,11,,47.97,27611.12,prima_vacio
5366,2025-01-21,438,3,1,5,404.15,,,"comision_vacio,monto_asegurado_vacio"
5368,2026-01-25,1791,10,2,12,1505.13,,,"comision_vacio,monto_asegurado_vacio"
5369,,2095,71,6,4,,122.61,83250.56,"fecha_emision_vacio,prima_vacio"
5375,2026-01-21,2019,54,4,4,,40.08,35377.92,prima_vacio
5377,2025-09-02,1877,73,3,5,,,69022.54,"prima_vacio,comision_vacio"
5379,2025-06-30,2119,15,9,9,,267.21,36611.31,prima_vacio
5381,2025-05-04,1796,40,3,6,,36.58,20133.52,prima_vacio
5382,2025-09-26,2903,44,1,10,90.36,,2056.14,comision_vacio
5383,2025-03-07,2115,16,2,9,1089.42,84.56,,monto_asegurado_vacio
5384,,773,52,10,6,,75.93,108505.68,"fecha_emision_vacio,prima_vacio"
5386,2025-05-09,2189,15,15,5,1700.34,,265151.7,comision_vacio
5387,2025-08-14,1892,60,13,5,1002.17,,75068.97,comision_vacio
5388,2025-07-14,686,27,1,9,263.0,54.52,,monto_asegurado_vacio
5390,2025-05-03,563,40,10,11,,28.63,18073.21,prima_vacio
5391,2026-02-17,2265,42,1,12,834.41,75.24,,monto_asegurado_vacio
5394,2025-07-20,609,80,10,10,1904.74,292.22,,monto_asegurado_vacio
5398,2025-10-17,1713,13,2,3,,,50075.07,"prima_vacio,comision_vacio"
5399,2025-02-08,2585,60,8,1,923.06,,167198.59,comision_vacio
5400,2025-03-10,1260,41,14,3,1872.86,,130519.85,comision_vacio
5403,2025-01-10,162,9,5,10,,140.37,31709.41,prima_vacio
5404,2026-02-13,958,30,3,9,,77.34,19104.51,prima_vacio
5406,2025-12-02,2238,20,15,5,622.91,77.87,,monto_asegurado_vacio
5408,2025-04-15,739,74,10,8,,216.6,226201.89,prima_vacio
5409,2025-11-01,630,24,10,12,1087.16,,199584.07,comision_vacio
5411,2025-09-01,2612,42,7,3,1694.12,222.54,,monto_asegurado_vacio
5412,2025-06-01,2597,28,5,5,964.86,136.14,,monto_asegurado_vacio
5416,2025-08-20,1712,64,13,1,1777.44,,338405.27,comision_vacio
5417,,1341,30,1,4,1914.68,130.83,153751.42,fecha_emision_vacio
5418,,2420,9,4,11,1048.58,,151035.79,"fecha_emision_vacio,comision_vacio"
5419,2025-01-28,1593,57,1,6,,6.63,8621.73,prima_vacio
5420,2025-02-09,989,49,8,11,1152.52,,190930.55,comision_vacio
5421,2025-10-31,1115,78,13,11,1763.53,,323192.48,comision_vacio
5422,2025-02-06,2900,25,1,11,1186.62,135.44,,monto_asegurado_vacio
5423,2025-08-08,188,62,14,4,,9.6,,"prima_vacio,monto_asegurado_vacio"
5424,,797,27,3,8,1198.6,279.98,130074.04,fecha_emision_vacio
5429,2025-05-05,1575,54,2,8,199.26,27.81,,monto_asegurado_vacio
5431,2025-03-18,1273,16,4,11,1689.95,186.29,,monto_asegurado_vacio
5432,2025-04-17,1950,47,11,3,1893.14,,247078.31,comision_vacio
5434,2025-11-11,2228,20,2,10,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5435,2026-01-17,2705,27,11,11,1614.48,,,"comision_vacio,monto_asegurado_vacio"
5439,2025-02-09,565,33,4,4,,,129030.34,"prima_vacio,comision_vacio"
5441,2025-06-28,2507,64,11,11,,202.13,211957.53,prima_vacio
5442,2025-03-23,2483,78,3,6,1148.04,112.91,,monto_asegurado_vacio
5443,2025-01-24,2778,24,8,12,,,17282.83,"prima_vacio,comision_vacio"
5445,,3798,14,9,12,,408.12,257678.71,"fecha_emision_vacio,prima_vacio"
5446,2025-10-19,1891,4,3,12,,99.34,48513.88,prima_vacio
5449,2025-09-06,458,32,12,9,,128.58,135355.89,prima_vacio
5452,2025-09-26,1487,37,1,6,1973.34,,148854.58,comision_vacio
5453,2025-02-11,646,79,9,12,1485.08,296.69,,monto_asegurado_vacio
5455,2025-02-02,99,62,1,10,,,303035.29,"prima_vacio,comision_vacio"
5456,2025-11-14,533,1,9,11,685.11,,34109.19,comision_vacio
5457,2025-08-22,2391,63,8,5,1354.43,,99477.37,comision_vacio
5458,,2507,40,14,11,799.21,,157546.54,"fecha_emision_vacio,comision_vacio"
5459,,2452,30,7,6,242.29,59.45,34884.16,fecha_emision_vacio
5460,,604,47,6,7,1650.68,,135708.92,"fecha_emision_vacio,comision_vacio"
5461,,1930,32,4,8,1618.69,143.34,184696.1,fecha_emision_vacio
5463,2025-12-10,288,31,6,1,,150.67,184057.49,prima_vacio
5464,,1623,60,15,3,144.01,,14753.7,"fecha_emision_vacio,comision_vacio"
5466,,2169,24,7,7,0.0,60.74,,"fecha_emision_vacio,monto_asegurado_vacio"
5468,2025-11-04,1554,26,5,2,1447.21,,221805.76,comision_vacio
5469,2025-05-13,385,21,5,8,829.09,123.23,,monto_asegurado_vacio
5470,2025-12-05,1539,32,7,8,,137.78,,"prima_vacio,monto_asegurado_vacio"
5471,2026-03-01,71,49,8,3,,217.89,43076.48,prima_vacio
5474,2025-07-30,269,34,3,10,481.29,,84489.18,comision_vacio
5477,2025-06-26,2481,77,9,9,348.82,77.45,,monto_asegurado_vacio
5478,2025-06-23,2753,40,9,7,855.17,,97179.29,comision_vacio
5479,2025-04-22,2463,30,6,10,,37.83,,"prima_vacio,monto_asegurado_vacio"
5483,2025-10-09,2504,2,3,4,298.01,,11802.66,comision_vacio
5485,2025-07-01,154,41,10,6,,,127855.68,"prima_vacio,comision_vacio"
5486,2026-01-09,1573,66,8,3,1983.37,281.49,,monto_asegurado_vacio
5487,,27,43,7,8,845.4,186.14,142505.14,fecha_emision_vacio
5488,2026-01-29,881,47,10,5,1660.92,245.61,,monto_asegurado_vacio
5490,2025-12-09,393,24,5,7,,92.02,18156.79,prima_vacio
5494,2025-02-21,2293,79,2,6,,300.94,73704.55,prima_vacio
5496,2025-04-03,819,61,9,7,,38.29,,"prima_vacio,monto_asegurado_vacio"
5498,2025-06-01,2336,17,1,7,1677.16,346.75,,monto_asegurado_vacio
5500,2025-08-26,1498,56,2,12,1862.43,,225555.76,comision_vacio
5504,2025-06-27,2192,76,4,9,1203.65,,,"comision_vacio,monto_asegurado_vacio"
5507,2025-04-14,901,77,8,3,1969.55,415.29,,monto_asegurado_vacio
5508,2025-08-26,933,33,14,1,140.59,29.22,,monto_asegurado_vacio
5509,2026-01-23,787,69,11,1,693.47,73.17,,monto_asegurado_vacio
5510,,2370,41,12,1,195.0,30.63,,"fecha_emision_vacio,monto_asegurado_vacio"
5511,2025-06-14,2100,59,4,12,,105.35,53400.01,prima_vacio
5512,2026-01-21,2010,48,5,4,,337.95,104745.31,prima_vacio
5515,2025-08-21,2022,60,9,11,211.67,,,"comision_vacio,monto_asegurado_vacio"
5517,2025-08-15,2933,63,5,11,364.89,83.36,,monto_asegurado_vacio
5518,2025-03-28,390,14,9,11,1867.27,175.38,,monto_asegurado_vacio
5519,,591,45,10,9,477.82,108.88,35816.19,fecha_emision_vacio
5520,2025-09-24,532,36,7,4,549.06,,51798.01,comision_vacio
5521,2025-04-14,2951,35,5,12,,125.51,148408.32,prima_vacio
5522,2025-11-29,3665,23,12,6,1161.47,,199513.01,comision_vacio
5525,2026-02-16,2122,44,3,6,-438.87,32.09,,monto_asegurado_vacio
5526,2025-08-14,2790,56,2,9,,,129712.16,"prima_vacio,comision_vacio"
5527,,1412,53,11,10,1423.77,,56117.67,"fecha_emision_vacio,comision_vacio"
5530,2025-09-02,931,16,13,2,,206.47,168445.71,prima_vacio
5533,2025-12-14,2157,80,7,8,256.63,25.99,,monto_asegurado_vacio
5534,2025-07-18,2205,4,2,11,178.36,36.57,,monto_asegurado_vacio
5535,,2293,80,14,9,,,18962.81,"fecha_emision_vacio,prima_vacio,comision_vacio"
5536,2025-06-25,2430,68,2,3,189.04,,24041.7,comision_vacio
5538,2025-04-05,1731,67,11,10,,179.44,132153.41,prima_vacio
5539,2025-04-03,667,44,4,3,,36.96,11597.38,prima_vacio
5540,2025-05-12,2373,38,8,10,,272.47,58461.68,prima_vacio
5544,2025-09-17,2736,27,6,9,,274.2,262347.42,prima_vacio
5545,2025-07-14,95,51,9,7,,48.0,42348.93,prima_vacio
5548,2025-06-17,2822,45,10,7,1627.48,241.3,,monto_asegurado_vacio
5552,2025-11-06,2884,39,14,9,1552.63,105.05,,monto_asegurado_vacio
5553,2026-01-28,2781,46,7,9,831.04,,115621.46,comision_vacio
5554,2025-06-03,2518,28,15,6,,107.83,152241.09,prima_vacio
5555,2025-04-07,1068,65,7,3,484.95,90.33,,monto_asegurado_vacio
5556,2025-10-07,736,9,8,8,991.03,,128657.95,comision_vacio
5557,2026-01-22,1599,30,6,7,,194.88,,"prima_vacio,monto_asegurado_vacio"
5558,2025-01-09,2535,14,6,5,356.36,,,"comision_vacio,monto_asegurado_vacio"
5559,,320,31,15,2,515.74,34.35,81836.65,fecha_emision_vacio
5560,2025-08-28,1420,5,3,5,1958.95,,318012.71,comision_vacio
5561,2025-08-01,1288,56,5,2,352.58,30.16,,monto_asegurado_vacio
5563,2025-10-30,1272,2,4,3,1308.52,1741.39,,monto_asegurado_vacio
5570,2025-08-02,1929,80,11,11,,174.48,136664.87,prima_vacio
5572,,387,4,12,2,1998.28,348.69,240888.92,fecha_emision_vacio
5573,2025-06-30,2017,2,9,9,1617.01,,88518.86,comision_vacio
5574,2025-05-17,161,13,10,6,288.0,,11854.35,comision_vacio
5580,2025-06-16,1465,35,6,8,577.83,,,"comision_vacio,monto_asegurado_vacio"
5581,2025-05-18,2403,23,1,10,942.01,144.05,,monto_asegurado_vacio
5582,2025-10-23,1747,34,2,9,,84.18,87535.57,prima_vacio
5583,2025-01-10,2528,2,14,11,,12.18,,"prima_vacio,monto_asegurado_vacio"
5584,,1615,76,8,10,-1675.76,307.37,,"fecha_emision_vacio,monto_asegurado_vacio"
5585,2025-08-07,2893,37,14,11,362.75,40.69,,monto_asegurado_vacio
5588,2025-04-07,700,41,1,8,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5589,,600,68,12,1,374.72,49.77,64146.61,fecha_emision_vacio
5590,2025-09-26,340,64,5,12,1674.82,364.31,,monto_asegurado_vacio
5592,2025-06-07,985,74,1,6,1009.21,,,"comision_vacio,monto_asegurado_vacio"
5593,,15,32,1,6,1903.91,126.89,51832.2,fecha_emision_vacio
5595,2025-09-22,1935,39,3,4,,122.47,63958.23,prima_vacio
5597,2025-03-01,1915,16,13,9,1319.87,,62019.54,comision_vacio
5598,2025-02-25,2086,4,4,6,,115.82,227247.21,prima_vacio
5599,,624,15,10,1,1777.96,120.0,116904.39,fecha_emision_vacio
5602,2025-06-25,713,39,15,3,943.2,146.38,,monto_asegurado_vacio
5605,2025-11-23,2468,54,3,6,959.66,,191812.49,comision_vacio
5606,2025-07-12,1708,57,5,7,,205.28,237383.6,prima_vacio
5608,2025-05-28,106,9,15,5,1783.28,267.08,,monto_asegurado_vacio
5609,2025-10-09,405,69,15,2,,155.83,56058.54,prima_vacio
5611,2025-07-04,2402,74,13,2,1430.08,,37973.97,comision_vacio
5613,2025-05-27,518,40,8,10,1729.5,321.5,,monto_asegurado_vacio
5615,,1683,57,9,3,0.0,,44374.53,"fecha_emision_vacio,comision_vacio"
5616,2025-11-29,2257,54,1,2,1015.08,161.77,,monto_asegurado_vacio
5619,2025-02-07,2624,59,7,10,838.56,,154466.88,comision_vacio
5620,2026-01-02,63,72,5,4,1510.11,,160714.25,comision_vacio
5621,2025-02-24,2542,23,13,2,1442.37,193.18,,monto_asegurado_vacio
5622,2025-01-22,1499,28,1,5,,178.28,45218.89,prima_vacio
5626,,705,6,6,11,1554.15,138.29,175881.0,fecha_emision_vacio
5628,,2403,3,11,11,1089.85,269.38,130595.71,fecha_emision_vacio
5630,2025-07-22,2887,24,9,9,1986.52,,157056.6,comision_vacio
5631,2025-02-07,1023,63,5,3,1969.96,319.86,,monto_asegurado_vacio
5632,2025-10-23,2802,13,5,1,,,,"prima_vacio,comision_vacio,monto_asegurado_vacio"
5635,2025-11-16,771,28,15,6,1499.79,,54030.51,comision_vacio
5636,2025-12-16,2938,70,11,7,,32.78,11089.8,prima_vacio
