id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
2554,2025-05-13,3533,59,15,1,1659.55,275.98,261178.06
2555,2025-12-13,1423,47,6,12,1283.18,306.85,241017.15
2556,2025-06-14,2812,41,6,4,144.84,26.48,3428.85
2563,2025-09-15,278,37,9,9,73.51,17.57,5893.39
2565,2025-11-14,1195,35,8,7,468.24,82.93,47740.93
2566,2025-01-05,816,59,7,1,1836.96,309.39,230589.2
2571,2025-08-30,2971,80,10,4,577.05,75.72,18970.19
2572,2026-01-10,923,79,7,3,668.04,110.07,81305.53
2576,2025-06-18,1875,75,10,8,1228.86,135.88,42889.41
2577,2025-06-24,166,52,6,4,68.92,12.46,12126.37
2579,2025-07-26,1977,18,5,6,89.03,15.41,4036.78
2580,2025-10-19,927,21,7,10,630.34,114.89,47371.88
2582,2025-09-05,2279,28,3,10,541.89,28.88,36701.11
2586,2025-10-13,543,76,13,7,83.41,16.04,7972.2
2587,2026-01-27,1603,30,13,5,1792.6,441.74,320215.67
2588,2025-08-31,1258,27,12,3,1589.29,272.31,133712.67
2589,2025-12-22,1035,10,4,10,1638.65,408.66,171830.49
2594,2025-05-11,364,75,2,9,154.45,34.89,5979.22
2595,2025-09-05,455,5,3,12,440.97,96.67,70183.97
2596,2025-10-10,2436,30,11,12,188.51,17.87,27408.33
2597,2025-09-28,2128,77,8,3,1200.27,113.19,153808.99
2603,2025-02-05,2440,29,11,8,1006.16,226.6,119960.93
2604,2025-06-23,2854,59,14,2,95.46,6.77,10720.79
2605,2025-05-14,1689,38,13,3,139.94,7.35,14033.01
2606,2025-04-27,1214,35,8,8,1677.57,211.42,84394.47
2608,2026-01-19,2474,16,2,6,1337.56,181.59,260409.72
2610,2025-12-12,1579,26,14,11,1743.84,179.35,63058.31
2612,2025-03-04,474,106,6,9,1481.77,247.2,207613.76
2614,2025-08-22,930,27,2,1,1619.92,347.55,273583.02
2616,2025-12-17,808,43,3,6,190.08,9.54,24951.62
2618,2025-10-03,1716,10,1,2,67.34,6.06,2599.13
2624,2025-05-03,211,43,15,2,1317.16,199.07,216036.37
2626,2025-07-22,67,56,12,12,-938.95,121.68,80664.16
2627,2025-11-13,2897,69,12,1,1237.63,142.55,122157.26
2628,2025-12-21,984,52,12,6,1389.19,269.89,268604.66
2629,2025-03-28,729,15,7,4,1911.3,282.3,268355.64
2631,2025-07-12,914,76,1,8,590.59,107.72,56793.24
2632,2025-11-25,1936,8,11,11,1472.75,194.43,194909.01
2633,2025-03-23,960,76,4,4,1117.46,178.34,74027.2
2635,2025-05-02,429,31,5,7,659.0,153.47,84782.07
2637,2026-01-27,235,50,8,10,1205.52,217.6,214900.5
2640,2025-12-14,837,14,7,10,1034.91,234.68,179971.42
2641,2025-07-30,1664,65,1,8,487.2,59.29,82246.9
2649,2026-01-22,1784,10,7,2,535.96,96.53,101355.06
2652,2025-05-31,2524,33,11,12,653.39,115.58,55807.76
2653,2025-03-19,388,68,2,12,785.13,113.57,21317.3
2658,2026-01-17,1799,45,7,9,1778.86,307.11,276373.38
2661,2026-01-31,2046,41,2,2,1267.47,197.35,221361.08
2663,2025-05-15,159,79,15,8,934.71,104.49,173181.97
2664,2025-11-03,906,23,3,8,841.1,159.82,45660.14
2671,2025-04-20,441,55,15,5,910.33,113.57,165244.74
2677,2025-11-22,574,28,7,9,224.11,13.6,31273.61
2679,2025-11-24,2683,74,14,5,1638.42,395.88,222861.58
2680,2025-04-03,3710,28,2,6,1280.19,229.44,48994.84
2682,2025-08-02,2858,44,9,5,1709.47,228.55,90295.66
2683,2025-09-17,411,42,5,11,66.25,11.28,12899.69
2684,2025-10-24,761,30,12,11,602.16,125.06,64139.42
2686,2025-04-08,1411,74,7,1,915.31,61.78,63396.51
2687,2025-07-15,714,24,11,5,1534.96,115.12,47062.65
2688,2025-01-31,1174,41,11,9,414.79,25.71,38317.55
2689,2025-03-24,304,59,9,1,854.82,127.17,144444.19
2690,2025-09-15,1113,17,14,7,1764.72,438.48,329827.71
2692,2025-07-21,2001,8,13,10,614.34,39.28,59376.03
2696,2025-10-06,971,79,8,11,0.0,33.74,121156.04
2700,2025-01-12,1538,60,6,10,663.59,143.99,88615.16
2701,2025-01-16,2263,59,15,2,861.81,52.2,142327.28
2702,2025-03-20,2258,14,7,10,1775.23,205.75,292104.24
2704,2025-09-05,2501,24,6,11,1166.75,262.65,149450.95
2705,2025-09-27,1634,46,2,2,725.22,168.83,45553.17
2706,2025-07-02,1735,62,8,11,1604.73,285.5,86340.91
2708,2025-10-23,408,50,4,11,62.94,11.46,8210.13
2709,2025-04-12,1354,61,15,11,112.19,19.36,8914.63
2710,2025-12-01,445,70,8,9,1178.89,272.92,35665.74
2711,2025-11-27,807,33,10,3,1388.27,127.91,188932.31
2712,2025-04-22,1638,10,4,3,322.33,47.79,30962.69
2714,2025-04-16,812,38,11,11,422.81,41.64,60069.7
2716,2025-01-05,2979,62,9,5,1961.91,236.95,363956.4
2719,2025-06-30,1713,60,14,9,1158.09,140.89,102340.05
2720,2025-04-24,660,76,3,9,619.06,52.46,30954.35
2721,2025-05-29,2999,22,10,6,781.99,68.8,121498.02
2722,2026-01-30,1856,46,3,1,88.71,16.76,6973.07
2724,2026-01-27,940,24,6,3,942.91,93.19,93519.49
2729,2025-03-26,950,47,10,5,67.12,13.21,2177.26
2730,2025-03-15,1108,37,7,3,1914.88,223.49,180149.82
2731,2025-03-09,1890,36,12,9,628.25,148.04,89703.03
2732,2025-04-25,1292,29,7,1,867.01,130.12,164699.99
2733,2025-01-16,629,65,8,11,156.48,30.54,28825.64
2736,2025-08-31,2916,21,12,10,660.08,52.05,22403.83
2738,2025-02-11,3721,80,15,8,1405.84,149.65,159373.81
2739,2025-03-20,2903,53,13,8,1456.64,120.64,130183.65
2741,2026-01-15,1142,12,11,4,1846.85,145.18,151145.87
2742,2026-02-20,1440,67,3,6,1707.8,172.57,272949.39
2746,2026-01-26,3512,11,11,2,942.99,53.94,46460.07
2754,2025-07-20,91,6,6,5,351.56,46.7,29030.68
2755,2025-05-29,307,32,13,9,1864.7,406.07,143354.95
2760,2025-01-19,905,30,9,12,352.71,72.2,16427.23
2765,2025-02-15,1449,27,2,6,1929.91,98.94,299866.8
2766,2025-06-18,1629,9,5,2,1995.92,276.03,226975.0
2771,2025-10-10,1419,18,2,11,133.71,25.5,8066.67
2774,2026-01-31,1298,28,13,10,1646.0,394.08,270771.28
2776,2025-03-04,2178,39,5,9,1014.25,168.33,23364.26
2777,2025-09-22,1872,66,3,6,1740.8,156.34,69091.29
2778,2026-02-05,1497,30,4,11,1377.83,283.22,27599.11
2780,2025-06-15,1066,69,15,2,1149.58,233.61,65538.27
2781,2025-01-16,327,77,13,2,903.43,153.93,101036.94
2783,2025-01-09,2870,40,11,5,995.37,142.15,150077.8
2784,2025-10-23,2284,32,2,12,236.17,46.36,18551.71
2786,2025-03-04,1302,6,13,3,1950.92,341.58,262401.38
2787,2025-11-06,2424,36,15,9,96.41,7.42,11960.23
2788,2025-01-07,249,77,4,4,1290.95,236.44,76842.16
2789,2026-07-02,2090,37,6,3,1133.59,103.52,139578.36
2790,2025-02-13,133,27,9,3,270.26,41.86,13827.22
2791,2025-10-16,2579,76,10,7,1650.74,283.58,86517.75
2793,2025-02-28,2716,73,12,1,539.22,55.45,66540.17
2795,2025-11-07,52,2,7,2,1123.29,90.51,28994.68
2797,2026-02-11,1522,80,4,10,1093.93,156.72,207792.88
2798,2025-03-16,3554,15,3,1,1572.96,389.92,252419.32
2799,2026-01-25,2554,14,13,5,310.79,71.81,20989.57
2805,2025-11-27,474,59,10,6,838.54,128.93,160849.01
2808,2025-05-15,143,58,2,12,1453.63,161.24,193181.25
2810,2025-10-21,2385,17,7,4,430.41,24.32,59325.23
2811,2025-08-14,2949,56,2,6,1128.36,232.17,93073.9
2815,2025-08-19,2875,37,3,11,1243.49,268.43,36749.93
2816,2025-03-06,84,38,12,8,1111.09,201.79,182486.71
2817,2025-09-13,992,73,14,8,1547.64,94.77,53201.8
2820,2025-11-06,437,23,7,6,1774.74,263.89,168237.21
2822,2025-09-27,2767,44,7,12,-1391.96,206.45,149315.34
2823,2025-04-06,724,39,3,4,751.15,834.91,133299.14
2824,2025-10-01,1651,16,9,3,242.14,42.47,5296.92
2826,2025-11-10,2498,45,15,3,1246.51,228.79,130293.6
2828,2025-06-12,1339,42,7,2,427.34,73.37,66444.58
2834,2025-05-06,772,32,9,2,1513.63,301.16,294087.11
2836,2025-02-02,1064,28,7,5,888.0,145.35,131733.7
2837,2025-03-05,765,41,9,5,72.01,15.12,6815.97
2838,2025-01-08,1999,75,8,12,545.79,96.54,101152.45
2839,2025-10-23,946,32,5,9,1784.46,225.22,138214.07
2840,2025-05-07,825,9,12,12,1020.48,186.79,146767.5
2843,2025-05-24,2145,14,13,2,944.15,193.11,44165.45
2846,2025-06-29,297,15,4,5,1141.01,155.28,224214.36
2847,2025-02-20,1994,29,11,3,1140.38,129.82,164026.57
2848,2025-05-01,2867,1,14,10,612.78,151.28,39178.09
2851,2025-05-28,1208,17,11,12,530.04,62.98,96453.65
2858,2025-01-11,1789,79,1,5,527.01,122.78,66324.47
2862,2025-04-30,2342,13,7,6,1789.24,149.0,252849.55
2863,2025-07-22,1175,68,13,1,74.18,13.92,10357.23
2864,2025-02-03,2016,19,8,12,1023.53,195.94,159638.44
2871,2025-10-16,1994,75,13,8,1922.18,319.36,329370.12
2873,2025-01-19,317,48,5,5,945.93,59.31,63378.72
2874,2026-02-18,2800,29,3,9,1013.64,181.12,29673.66
2875,2025-12-07,238,77,12,2,1584.24,307.4,134562.78
2876,2025-05-27,590,51,10,12,1433.16,220.88,275048.18
2877,2025-10-10,772,80,11,1,1452.22,95.45,164155.29
2879,2026-01-18,1813,6,2,9,464.13,37.72,31191.67
2882,2025-01-05,2584,29,15,1,429.7,105.43,25759.15
2883,2025-02-01,2605,54,12,5,1707.28,86.13,87454.05
2884,2025-01-22,1594,3,15,2,1499.21,100.57,92754.28
2885,2025-12-19,2024,34,6,4,1645.81,313.27,132150.14
2891,2025-08-10,824,68,10,11,1146.97,151.77,25178.6
2892,2025-07-26,1146,22,12,5,1255.31,139.83,192757.23
2893,2025-07-22,2997,77,2,8,1314.17,113.54,130116.17
2894,2025-03-28,529,76,7,4,194.5,23.56,5570.24
2897,2025-05-05,2696,42,5,4,287.35,41.44,53659.64
2899,2025-05-16,328,53,3,4,1702.56,134.68,232189.2
2900,2025-03-19,1961,55,14,1,1729.81,289.32,90730.04
2903,2025-05-07,983,28,6,10,1354.73,137.58,37951.82
2904,2025-04-11,2948,42,14,1,816.8,163.5,130008.28
2906,2026-01-19,2050,46,12,6,264.79,38.67,47309.75
2908,2025-03-05,3555,72,3,3,1611.32,329.4,50873.06
2909,2026-11-01,700,70,2,7,644.84,73.16,92753.24
2916,2025-05-21,348,14,3,4,1765.29,194.1,164484.34
2919,2026-01-23,2534,75,11,10,169.79,19.11,17804.4
2921,2026-01-04,435,1,1,7,1355.04,195.44,219863.65
2923,2026-09-02,2154,8,2,9,1738.47,274.74,188575.07
2926,2025-01-05,713,46,2,6,958.81,70.1,162118.82
2927,2025-02-24,2239,47,11,1,916.22,197.69,31100.25
2929,2025-09-06,869,59,1,11,410.8,78.62,43519.63
2930,2025-07-04,1485,16,5,6,1129.3,264.43,89299.22
2931,2025-07-13,1005,75,11,1,75.38,17.68,2893.7
2932,2025-04-19,2461,5,7,11,51.68,9.37,8808.87
2934,2026-01-25,1930,38,3,3,682.54,1160.09,135466.96
2935,2025-02-16,886,5,2,10,475.88,97.58,85885.76
2938,2025-08-30,1875,12,1,9,1487.41,368.8,134811.87
2942,2025-09-09,2152,56,3,7,585.12,121.23,87672.43
2943,2026-01-10,2554,2,11,8,1091.74,143.24,208928.67
2944,2025-11-01,140,65,3,7,1978.04,290.09,146429.39
2946,2025-03-02,2417,76,3,6,992.57,73.36,101649.87
2947,2025-04-14,2845,15,12,2,-1543.1,115.71,137570.37
2948,2025-01-19,2540,66,15,11,764.35,130.25,26699.64
2951,2025-09-10,2608,24,10,8,252.54,16.05,35989.99
2952,2025-03-23,389,70,14,12,406.8,63.06,65523.37
2953,2025-01-04,383,20,6,10,1419.64,256.71,255211.28
2954,2025-09-21,2667,15,14,1,694.14,158.53,118657.32
2955,2025-03-24,1000,28,7,10,526.86,36.86,99827.53
2958,2025-12-17,934,50,2,9,1548.62,190.73,196445.78
2959,2025-10-16,2893,4,11,11,1855.57,263.79,153409.28
2960,2025-04-27,685,73,1,1,1585.79,318.31,233027.76
2965,2026-01-23,1711,32,13,6,628.92,111.28,125095.4
2966,2025-07-18,1906,45,11,10,1050.48,244.97,149889.19
2967,2025-01-05,2198,46,2,2,297.8,42.57,54508.11
2968,2025-06-23,1752,53,1,6,1403.27,228.44,212895.11
2970,2026-02-09,478,3,3,11,126.88,19.02,9651.76
2971,2025-11-09,87,69,6,8,1135.01,251.47,55211.9
2981,2025-02-25,1010,73,4,5,1856.85,189.37,259330.79
2982,2026-01-14,1758,5,4,1,1931.79,461.1,266778.82
2983,2025-06-13,2234,66,8,10,1973.9,174.9,331416.09
2985,2026-02-03,1592,68,3,12,1467.9,212.49,145892.48
2987,2026-10-02,1571,69,9,8,1771.68,354.32,228877.3
2988,2025-07-25,1265,44,1,11,1269.34,260.04,186105.97
2993,2025-02-22,2609,22,9,11,870.63,57.06,36166.3
2997,2025-04-10,2297,76,6,4,638.65,106.84,21808.15
3001,2025-07-03,2066,63,3,4,800.01,79.69,70012.2
3002,2025-07-10,1995,47,9,12,945.3,216.53,169347.92
3003,2025-05-31,1895,10,9,12,907.16,60.75,168884.05
3005,2026-03-01,2758,6,15,3,1234.98,136.54,167852.66
3008,2025-03-24,1870,37,4,6,1682.78,312.56,150147.51
3009,2025-01-27,1355,3,3,5,157.96,26.33,3306.28
3010,2025-07-10,51,78,3,11,798.78,164.28,40784.37
3012,2025-04-17,635,28,10,11,1034.5,143.64,154017.61
3013,2025-11-30,2814,1,14,8,1635.03,218.75,34907.49
3015,2025-06-27,1102,17,4,2,1761.47,318.75,154801.55
3017,2025-04-07,1255,74,15,5,928.17,1213.41,81006.13
3018,2025-03-19,2053,72,1,11,494.99,39.9,10154.67
3022,2025-10-05,1656,55,8,4,145.29,30.9,27515.07
3024,2025-08-22,2878,78,11,4,1729.5,323.65,307890.24
3025,2025-10-26,1632,36,9,5,890.9,192.14,116429.94
3026,2025-05-21,769,103,15,2,-420.32,92.91,74813.52
3030,2026-01-20,2795,31,7,5,1445.16,174.13,211390.45
3033,2025-06-04,1061,46,1,4,398.7,35.56,18674.33
3035,2025-05-13,469,56,9,10,440.61,83.27,22122.16
3038,2025-09-08,309,47,8,8,502.75,37.5,53512.46
3039,2025-03-01,2157,36,4,10,1460.23,229.46,71219.65
3041,2025-12-03,2238,59,6,11,1095.55,100.53,156740.15
3044,2026-07-02,2629,8,2,6,1110.12,251.33,220062.76
3048,2025-08-10,874,28,6,7,961.22,54.03,136758.19
3051,2025-10-20,2593,6,2,7,1445.25,188.03,259644.12
3052,2025-12-17,1764,51,11,7,600.81,104.75,83081.37
3055,2025-01-05,2657,33,4,4,1216.53,249.0,39523.09
3057,2025-01-29,1351,44,7,8,1540.86,127.78,66335.26
3060,2025-03-29,2286,15,14,7,138.3,27.71,25466.93
3062,2025-08-03,1003,31,3,10,431.79,105.57,60320.47
3066,2025-12-24,2007,38,6,4,915.51,55.36,141396.65
3068,2025-11-19,1296,39,6,8,513.86,94.7,78913.41
3069,2025-04-04,915,5,11,11,1126.55,190.91,116046.54
3070,2026-03-02,606,36,3,11,1984.02,239.72,187374.83
3072,2025-12-28,650,56,13,8,1140.17,184.02,108705.08
3074,2025-01-26,2324,23,14,9,-1778.0,128.85,342402.71
3075,2025-02-23,1907,65,10,3,879.64,94.2,26338.59
3077,2025-12-29,2131,30,8,2,1408.29,333.83,260131.98
3078,2025-01-30,3881,63,3,10,549.83,56.84,29181.32
3080,2025-09-15,2890,2,6,5,1689.24,153.67,269291.4
3082,2025-11-09,613,71,12,8,804.45,88.84,137008.79
3083,2025-04-30,2593,38,11,2,1171.72,167.12,228489.78
3087,2025-07-23,2833,21,6,3,741.35,144.4,132475.37
3089,2025-10-02,2408,58,13,12,1788.19,126.78,152728.27
3090,2025-10-19,2811,34,7,12,250.51,33.76,29287.7
3091,2025-01-22,3851,47,6,2,230.14,388.39,35721.43
3094,2026-01-14,252,51,10,11,1738.04,418.16,238000.95
3095,2025-08-11,126,14,7,11,253.22,22.65,33591.93
3099,2025-06-21,1268,18,6,10,657.18,52.9,42447.26
3100,2025-12-17,1070,36,15,3,1420.43,127.12,30257.1
3103,2025-11-25,1358,54,13,8,799.69,52.82,54271.63
3104,2025-06-07,705,63,3,12,1618.9,193.24,246799.01
3106,2025-02-15,3762,60,8,3,974.22,242.12,124910.02
3108,2025-08-28,2100,65,9,12,1255.55,309.67,226894.73
3110,2025-04-22,2722,37,9,1,1318.28,269.93,209554.21
3120,2025-09-19,2380,18,7,10,570.03,39.03,79824.88
3123,2025-04-06,1556,21,2,1,95.18,17.53,11151.47
3127,2025-09-05,231,65,11,7,767.15,190.76,20693.17
3129,2025-11-04,1468,24,1,10,1702.73,190.1,248165.85
3130,2025-04-06,2786,39,15,12,289.8,16.59,15026.6
3131,2025-09-14,233,9,6,6,1223.14,101.75,100887.18
3134,2025-02-19,780,56,10,10,380.54,56.99,74385.55
3137,2025-03-21,2083,15,5,8,242.15,23.62,34358.02
3139,2025-10-02,816,8,2,8,1014.26,86.53,30021.71
3142,2025-12-14,1799,11,1,7,1056.45,227.8,139180.7
3144,2025-04-13,1184,65,2,2,90.96,10.72,4021.66
3145,2025-06-11,1304,69,12,5,1569.63,362.31,63143.65
3146,2025-09-27,627,19,9,1,1722.26,261.62,173298.3
3149,2025-04-01,1797,11,7,5,502.27,88.19,66148.2
3153,2025-03-09,502,8,13,5,836.84,42.64,110303.94
3154,2025-12-26,1172,74,13,5,439.21,23.11,13710.21
3155,2026-02-16,1289,33,12,12,756.6,71.13,65543.73
3156,2025-02-20,14,67,8,11,1738.72,199.74,38034.57
3159,2025-10-21,2078,18,15,9,688.88,37.86,18913.11
3166,2025-05-18,449,56,4,2,1047.09,202.29,191634.38
3168,2025-04-14,2772,30,15,1,1764.43,399.4,109922.8
3169,2025-08-24,95,79,10,12,604.83,101.46,107602.38
3171,2025-03-04,530,61,13,2,966.82,95.26,155553.74
3172,2025-09-15,2431,38,2,7,1638.37,308.02,269334.53
3175,2025-12-11,2337,2,1,8,1137.4,171.34,212649.46
3178,2025-04-11,181,20,13,3,433.64,88.35,28166.77
3179,2025-03-24,2566,60,9,2,305.05,22.04,27514.72
3181,2025-06-01,2429,59,6,2,1387.89,301.61,176677.66
3183,2025-02-04,2186,43,10,12,1415.5,304.09,86834.16
3187,2025-08-03,406,47,5,6,1422.07,280.78,280612.41
3189,2025-10-06,1107,23,13,2,1451.25,110.26,264317.94
3190,2025-11-23,2360,33,3,7,1773.35,252.25,109680.36
3192,2025-04-23,1413,73,6,2,1302.5,197.34,91638.83
3194,2026-01-30,1627,9,4,6,718.52,137.45,14958.96
3196,2025-02-17,2308,66,10,7,1123.88,137.67,29294.97
3197,2025-06-07,854,18,15,10,71.06,10.81,9228.77
3199,2025-09-23,2835,34,3,1,1164.79,79.98,80445.16
3201,2025-07-12,2422,29,14,9,120.37,12.64,13864.83
3202,2025-03-04,1300,47,7,11,1710.46,241.31,262118.49
3204,2026-01-04,1515,66,14,11,1952.76,183.05,289476.97
3205,2025-12-07,1860,33,7,10,1375.85,302.98,265662.55
3206,2025-05-01,3681,64,4,3,294.8,16.54,21970.06
3207,2026-01-07,2476,18,9,2,1012.33,148.64,70547.54
3211,2025-07-24,2870,50,11,11,1931.62,251.87,182800.81
3217,2026-01-11,2468,31,5,3,1565.94,234.82,286025.47
3220,2025-11-18,2128,47,9,6,942.0,228.48,81745.52
3221,2026-01-12,2540,21,14,10,1365.94,90.86,157242.3
3222,2025-03-30,2378,11,12,9,1191.22,106.06,135829.75
3223,2025-07-24,97,19,13,5,587.43,112.33,21593.73
3224,2025-10-14,2959,40,9,6,116.41,6.34,7349.22
3227,2025-07-22,349,63,3,9,1565.17,120.8,42629.09
3228,2025-05-09,187,24,8,2,0.0,205.07,63200.35
3229,2025-05-14,160,2,12,12,461.92,84.89,90201.59
3230,2025-09-10,1575,37,10,5,913.09,166.42,169237.74
3233,2025-06-18,709,39,1,6,1976.02,409.21,186435.29
3235,2025-03-21,25,43,9,10,1280.27,1642.05,197721.29
3236,2025-11-29,1914,54,4,5,1269.13,195.85,55614.4
3238,2025-06-01,686,65,2,1,674.35,109.71,131361.4
3239,2026-01-18,339,90,10,3,1618.61,283.71,213115.02
3240,2025-03-04,186,75,9,6,-1188.4,72.84,115784.47
3243,2026-12-01,1878,71,1,9,1130.96,262.7,123150.76
3245,2026-11-01,2707,32,8,8,1773.94,356.93,308522.99
3246,2025-03-30,403,59,11,9,1146.67,263.95,124495.75
3250,2025-01-05,2118,77,9,6,144.71,33.77,8642.78
3252,2025-12-22,1175,38,13,7,1230.91,210.98,166127.45
3253,2025-07-26,9,1,8,10,1788.41,404.32,329364.67
3254,2026-02-09,1265,74,13,10,1005.55,222.36,79512.51
3255,2025-01-15,1414,14,3,11,193.3,28.0,12401.71
3259,2025-04-16,594,16,15,8,267.99,28.36,50039.87
3262,2025-11-07,2832,53,8,7,627.59,82.96,94151.75
3263,2025-02-12,2976,40,1,12,698.33,49.03,129696.61
3264,2025-10-29,903,36,10,7,220.11,49.64,20091.47
3265,2025-09-13,1387,61,1,5,1580.71,324.72,140965.66
3267,2025-03-19,1431,73,14,7,936.43,229.03,130788.89
3269,2025-05-21,564,71,3,1,1260.01,195.74,121063.31
3272,2025-07-07,302,57,8,10,94.96,6.81,3170.34
3275,2025-03-01,1808,1,14,1,598.35,78.92,18353.56
3276,2025-06-09,457,26,15,1,694.25,35.24,47350.12
3277,2025-10-16,937,41,5,9,1237.85,236.33,29915.47
3278,2026-02-11,3649,14,7,8,1808.95,279.68,111716.25
3280,2025-06-28,2702,24,7,5,537.04,126.23,76443.75
3282,2025-11-11,174,42,12,4,1740.08,214.07,278654.83
3283,2025-02-27,43,11,1,9,1250.14,196.08,129431.17
3284,2025-09-10,789,76,3,7,1658.76,209.8,322345.02
3285,2025-08-04,2374,35,8,12,481.38,34.54,95871.52
3289,2025-11-27,1668,3,8,12,422.13,22.57,19879.63
3290,2025-01-16,160,77,13,11,570.26,980.62,45895.57
3294,2026-01-09,1169,1,10,11,1489.4,156.45,41009.18
3295,2025-06-08,2810,61,2,10,1163.6,85.6,180418.28
3297,2025-12-30,301,64,2,8,293.11,21.74,32735.91
3298,2025-11-28,2231,5,1,1,1539.83,261.78,199295.4
3299,2025-04-15,1042,53,8,1,767.1,174.59,43169.15
3302,2025-03-26,2807,3,5,9,1429.32,187.3,244181.84
3303,2025-08-01,2403,72,11,4,396.6,93.07,65779.47
3307,2025-06-29,616,26,5,11,1659.56,184.12,69667.42
3312,2025-01-19,2371,78,14,10,1009.2,91.88,117224.34
3314,2025-05-09,1379,70,15,4,232.09,43.37,22550.06
3318,2025-11-03,1149,45,4,5,725.28,66.34,129317.78
3324,2025-07-12,1449,12,4,4,334.27,55.88,12251.63
3326,2025-03-22,1049,70,10,4,308.54,54.48,31014.56
3328,2025-06-05,2108,31,12,7,1578.79,276.16,170288.47
3331,2025-05-03,1047,11,4,6,1249.63,187.38,35164.44
3334,2025-11-12,3596,71,6,9,1598.23,165.63,302171.08
3335,2025-04-17,1419,77,12,10,1102.35,155.25,146193.34
3336,2025-11-25,2402,67,5,9,328.65,63.36,15169.59
3340,2025-04-03,1111,76,7,4,1067.61,131.7,93874.62
3341,2025-01-17,2108,14,6,11,181.52,32.62,4639.05
3342,2026-02-09,903,39,13,11,1456.65,112.83,180041.9
3346,2025-02-06,2615,68,12,7,933.02,84.67,137274.54
3347,2025-02-03,1613,48,6,10,174.85,11.17,33299.97
3349,2025-05-12,584,80,11,1,1818.78,134.85,357345.98
3352,2025-10-19,2126,21,13,4,433.99,106.05,65727.15
3355,2025-12-17,217,30,9,11,369.33,81.89,70999.37
3357,2025-11-18,2428,78,1,7,904.67,200.71,40340.59
3358,2025-03-11,425,56,3,3,1901.46,250.21,83202.73
3359,2025-04-27,1138,11,9,2,360.53,25.17,58258.26
3362,2025-10-06,2683,20,13,1,1259.88,67.24,27736.02
3367,2025-09-20,710,51,11,10,0.0,241.98,163333.79
3370,2025-01-30,1305,12,6,7,449.23,685.46,19027.69
3372,2025-12-26,2250,38,7,12,1350.5,282.03,213459.95
3375,2025-04-07,1893,17,5,2,1316.81,184.69,165726.18
3377,2025-02-03,182,72,2,7,712.02,107.26,76156.06
3378,2025-02-10,1569,19,11,8,1246.04,72.95,191939.19
3388,2026-02-19,827,8,1,7,957.42,163.24,136626.75
3389,2025-01-01,2740,69,2,8,-1626.21,400.73,167731.7
3390,2025-11-04,3000,39,10,11,135.17,9.11,11772.46
3391,2025-08-28,671,42,13,9,1815.86,324.66,126679.44
3392,2025-03-30,2204,44,2,6,780.86,127.16,52851.26
3393,2025-12-28,1552,72,3,9,1574.38,219.28,238996.99
3395,2025-02-25,679,37,11,1,1242.47,240.38,211716.96
3399,2025-02-14,1629,7,7,12,178.28,31.86,12754.11
3400,2025-01-01,2534,61,5,7,1590.93,195.21,111636.07
3406,2025-10-25,2685,59,1,12,1502.72,259.71,231548.74
3407,2025-02-21,2444,73,10,8,1403.46,327.1,119815.43
3409,2025-02-23,2526,39,4,1,766.3,183.33,57130.36
3410,2026-05-01,1260,119,4,7,1858.57,102.62,357852.17
3411,2025-01-05,538,52,4,12,680.25,91.51,133400.38
3413,2025-01-17,194,11,14,8,0.0,19.72,10117.16
3414,2025-04-06,1039,34,4,4,1891.6,460.2,324821.4
3415,2025-11-05,1977,6,8,3,1721.94,183.08,91001.19
3418,2026-01-30,428,25,2,11,1614.34,373.66,286817.35
3420,2025-04-12,1710,15,11,8,378.71,77.36,29114.54
3421,2025-05-26,886,38,11,6,887.8,97.87,135540.87
3422,2025-04-17,1052,9,7,1,641.53,131.04,32125.99
3423,2025-06-07,2629,22,7,4,764.83,46.52,130635.36
3430,2026-09-01,2336,6,12,9,1129.75,197.3,213747.99
3431,2025-04-13,2688,49,6,7,969.16,120.95,121880.58
3436,2025-05-28,2896,45,4,5,1595.9,353.14,33932.26
3437,2025-08-04,2850,48,10,8,1272.57,201.28,39026.03
3439,2025-10-16,2112,7,7,7,848.06,96.56,57496.57
3440,2025-10-05,218,1,1,10,773.61,96.73,130051.69
3442,2025-11-09,2178,63,4,6,1207.69,125.71,199530.35
3443,2026-02-05,1745,20,1,7,1791.71,211.84,193915.09
3445,2025-06-24,1843,80,8,8,1313.8,166.33,226301.76
3446,2025-05-03,1906,18,13,7,1520.03,376.1,297754.48
3451,2025-01-16,2597,4,5,6,237.9,39.79,43947.62
3455,2026-01-20,1019,26,5,7,1728.53,111.6,180166.21
3457,2025-10-13,661,35,7,10,1115.94,75.98,104885.99
3460,2026-06-02,489,42,10,11,1045.9,82.28,70555.48
3462,2026-02-05,726,36,4,8,293.88,55.46,56748.36
3465,2025-12-06,804,38,6,11,1580.26,337.54,266556.71
3466,2025-04-03,2920,17,4,11,1826.53,240.15,233377.53
3468,2025-11-05,1391,23,8,11,1925.88,353.23,181565.52
3480,2025-12-31,3528,98,3,4,1677.36,202.65,190375.17
3483,2025-12-23,1982,36,1,12,272.99,64.68,50990.24
3485,2025-09-13,1658,13,11,3,1193.73,90.68,126556.37
3491,2025-08-25,451,22,4,11,1746.63,103.41,171895.23
