id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
937,17087,04-27-25,"11.588,54",Rechazado
940,14722,26-07-2025, 12050.35 ,Abierto
941,8357,05/08/2025,"6.459,51",Abierto
943,21096,2025-05-31,-,Cerrado
944,16392,02-11-2025,-,Cerrado
945,3389,2026-01-11, 3574.17 ,Abierto
946,6105,01-06-25, 7893.41 ,Abierto
948,25579,15-02-2026,2845.66,Abierto
949,6109,01-07-2025,"1,755.99",Abierto
951,23831,17-01-2026,-,Rechazado
953,13907,2025-02-24, 11543.65 ,Cerrado
954,5140,05-20-25,"8,041.41",Rechazado
955,20635,20/04/2025,"3,080.23",Rechazado
956,2405,20-05-2025,-,Rechazado
957,24483,10-21-25,"11,523.16",Abierto
959,23727,02-01-2026,-,Abierto
965,1471,01-09-26,"11,318.24",Cerrado
966,18796,01-09-25, 3648.68 ,Cerrado
967,1199,20-03-2025,13030.52,Cerrado
968,5183,2025/07/19,"7,366.53",Abierto
970,15665,2025-01-21,"10,080.90",Abierto
971,3878,18/05/2025, 13000.22 ,Cerrado
972,8783,2025/05/20,"11.852,24",Abierto
977,24253,2026/02/20,"2.092,45",Abierto
978,22436,26-03-2025,"8.311,65",Abierto
981,7969,01-04-25,6736.39,Abierto
982,2212,03-04-25, 9426.16 ,Abierto
983,6254,2025/07/10,"1.576,27",Cerrado
987,285,01-29-26,"2.407,18",Cerrado
988,13768,2025/06/13,"13.570,71",Abierto
989,8745,30/07/2025,"6.809,15",Rechazado
990,5952,04-05-2025,"-12.460,96",Cerrado
993,2043,2025/09/30, 8645.40 ,Cerrado
994,14120,2025/11/24,-,Abierto
995,25741,2026/01/27,"12,613.58",Cerrado
996,21960,2025-11-21,"860,32",Abierto
998,24397,2025/08/30,8487.11,Cerrado
1002,17643,2025/02/10,-,Cerrado
1003,22903,2025/08/01, 14621.41 ,Abierto
1004,25647,2025-12-27,"10.855,63",Cerrado
1007,5235,2025-04-23,"3,436.21",Rechazado
1009,595,2025-07-31,"12,266.00",Cerrado
1010,766,01-29-25,"1,055.61",Cerrado
1011,21442,2025/03/26,"13,421.57",Cerrado
1012,4651,2025-08-05,"8,060.87",Cerrado
1013,20157,06/12/2025,-,Cerrado
1016,16618,16/09/2025,2878.66,Rechazado
1018,21542,2025-04-06,"8.348,28",Rechazado
1021,6409,2025-09-06,-,Abierto
1022,22714,10-15-25,"2,551.17",Cerrado
1023,24296,11-22-25, 2166.64 ,Rechazado
1024,16567,25-08-2025, 5252.85 ,Cerrado
1025,4210,23/07/2025,"9,442.08",Abierto
1026,12458,2025/11/02,-,Cerrado
1027,15572,2025-06-29, 12459.20 ,Cerrado
1029,7880,23-01-2025,6128.39,Abierto
1032,3331,2025/06/06,"13,707.48",Abierto
1034,2399,20-01-2025,"6.493,63",Rechazado
1036,17772,2026/01/14,"10,598.48",Rechazado
1037,23259,09/01/2026, 10301.15 ,Rechazado
1038,8757,04-18-25,"581,68",Abierto
1040,20928,20-11-2025, 13560.16 ,Rechazado
1041,10322,2026/02/12,"5,303.75",Cerrado
1042,8757,2026/01/01,"2.918,19",Abierto
1043,4254,01-31-25,11298.38,Cerrado
1046,6717,2025-01-20,-,Abierto
1047,15632,2025-11-24,"4,927.00",Abierto
1048,649,26-01-2025,7422.33,Cerrado
1049,6326,27-09-2025, 12496.34 ,Cerrado
1050,18759,2025-10-02,"14.754,13",Abierto
1051,8317,05-28-25,"10.460,32",Rechazado
1052,10082,2025/05/13,"933,54",Cerrado
1053,8739,2025/07/01,"13.256,69",Abierto
1054,178,02-22-25,8796.59,Abierto
1056,3455,2025-08-17,4182.88,Rechazado
1057,12563,2025-07-24,8110.11,Abierto
1058,19074,20-02-2025,"10,412.27",Cerrado
1061,25739,09-03-25,"10,090.98",Abierto
1065,21567,23/08/2025, 10277.84 ,Abierto
1067,3241,2025/01/04, 2155.91 ,Rechazado
1068,22744,07-16-25,"6,905.13",Abierto
1069,3723,01-02-2025, 1091.83 ,Rechazado
1071,6778,2025/08/27, 5828.56 ,Abierto
1072,24530,08-01-2025,"2,521.52",Cerrado
1073,8355,22-01-2025, 13989.65 ,Cerrado
1074,15640,2025/09/15, 1922.21 ,Cerrado
1075,14674,01-06-2025,5148.29,Cerrado
1077,6270,08-26-25,1997.62,Abierto
1079,11635,07/09/2025,"14.296,79",Abierto
1080,14736,28-11-2025,"3,743.04",Rechazado
1081,7513,2025/08/04,-,Abierto
1083,1337,22-06-2025,224.42,Cerrado
1084,2742,2025/03/24,"4,897.88",Rechazado
1085,10737,2025/12/05,5919.75,Abierto
1086,20808,25/05/2025,-,Cerrado
1087,10117,2025-10-09, 4498.53 ,Cerrado
1088,22336,08/08/2025,"6.990,68",Cerrado
1089,22409,2025/06/21, 11798.06 ,Cerrado
1090,23591,20-02-2026,"8.369,37",Cerrado
1093,14884,02-17-26,"4,005.29",Rechazado
1095,16132,21-12-2025, 13687.41 ,Cerrado
1098,19355,05/07/2025,"7,889.33",Abierto
1099,8554,24-07-2025, 13054.94 ,Cerrado
1100,21437,09-03-2025, 4353.92 ,Cerrado
1101,14604,01-01-2025, 9132.38 ,Abierto
1102,25677,2025/01/09,6992.09,Abierto
1103,15069,2025-06-29,"12.721,61",Abierto
1104,23259,20-01-2025,"5,724.16",Cerrado
1107,13130,13-07-2025,"7.120,85",Cerrado
1108,7405,2025-03-28, 3579.10 ,Rechazado
1109,21960,05/08/2025,234.11,Abierto
1110,7307,2026/01/01,"6,284.09",Abierto
1112,16501,2025/03/26,"5,502.88",Cerrado
1115,2855,2025-04-02,"4,674.38",Cerrado
1116,15493,2025/12/08,"9,778.99",Cerrado
1119,24714,2025-11-13, 11083.46 ,Rechazado
1121,20858,12-11-25,"795,70",Cerrado
1122,12929,2025-03-04,3493.27,Abierto
1123,6641,2025/12/08,"1.082,95",Abierto
1125,25600,2025-10-28,"13,156.95",Cerrado
1126,3841,28-05-2025,-,Cerrado
1127,10355,15-02-2025,-,Rechazado
1128,14020,2025/08/01,"4.521,74",Rechazado
1130,688,01/09/2025, 1651.92 ,Cerrado
1131,19776,2025-12-05, 749.79 ,Abierto
1134,5072,06-16-25,-,Cerrado
1135,15345,17/05/2025,"2.176,94",Cerrado
1137,1806,09-09-2025,"9.584,18",Abierto
1138,17240,08-08-2025,"1.170,01",Cerrado
1139,6215,16/01/2025,13514.51,Abierto
1140,23028,2025/11/01, 6684.61 ,Cerrado
1141,7917,11-16-25, 4405.51 ,Cerrado
1142,14020,11/04/2025, 3255.10 ,Cerrado
1143,3121,12-03-2025,"4.454,47",Cerrado
1144,17946,2025-11-04,"12,781.95",Abierto
1145,2981,2026-02-05,1217.23,Abierto
1147,20793,2025/04/04,"3,113.62",Rechazado
1148,1940,10-06-2025,13283.55,Cerrado
1149,19340,2025-10-13,14517.55,Cerrado
1151,3324,23/01/2026,6532.67,Abierto
1152,7979,12/07/2025,"11.733,04",Rechazado
1154,11248,2025-09-22,"8.440,60",Cerrado
1155,1189,2025-10-25,"4,509.87",Abierto
1158,4891,01-02-25,2632.99,Rechazado
1159,6964,05-26-25, 14016.53 ,Abierto
1161,21907,01-09-26,"530,88",Cerrado
1164,23556,11-22-25,"3.978,56",Abierto
1166,24114,04-04-25,"3.471,47",Rechazado
1167,286,2025/08/05, 8397.54 ,Cerrado
1169,11760,2025-02-23,3075.23,Cerrado
1170,12816,10/01/2025, 8627.81 ,Abierto
1171,6309,2025-09-26,"7,539.72",Cerrado
1173,24937,2025-07-15,10267.29,Cerrado
1175,14609,2025-09-03,"2.394,64",Abierto
1177,20034,2025-03-09, 1063.96 ,Abierto
1178,453,2026/01/16,"4,385.65",Abierto
1179,6385,30/10/2025, 513.60 ,Rechazado
1180,19288,2025/05/10,1147.20,Cerrado
1181,801,2025-08-21,"7.863,08",Rechazado
1183,5467,28-01-2026,"10.477,86",Abierto
1186,11436,2025-11-21,"9,269.46",Abierto
1188,11278,2025/02/09,9954.49,Cerrado
1189,13758,2026-02-21,7538.65,Cerrado
1192,8295,15-06-2025,"6,741.92",Rechazado
1193,4216,06-10-2025,8502.18,Rechazado
1196,10349,2025-08-02,"9,104.31",Cerrado
1200,14387,01-01-25,"1,174.91",Cerrado
1202,15557,2026/02/04, 11977.15 ,Abierto
1203,20049,15-04-2025,"10,830.41",Abierto
1206,15823,2025/06/11, 9814.88 ,Cerrado
1207,1951,05/10/2025,"7.073,11",Abierto
1209,20312,29/05/2025,"1.540,00",Rechazado
1210,24186,2025-07-08,"12,984.46",Cerrado
1215,10385,01-02-25,"2,146.77",Rechazado
1216,19985,06-07-2025, 11207.21 ,Rechazado
1217,1757,2025/10/22, 13977.45 ,Cerrado
1218,13968,2026-02-20,5718.28,Cerrado
1219,12303,05-02-25,-,Rechazado
1221,8298,19-01-2026,-,Abierto
1223,8808,2026-01-27,5726.65,Abierto
1224,12468,2025-04-07,"13,427.65",Rechazado
1226,4251,2025/07/05,-,Cerrado
1228,2407,16/06/2025,5542.27,Cerrado
1232,13777,28-05-2025,"14.407,87",Cerrado
1233,19055,2025/04/08,493.42,Rechazado
1234,18450,09-12-25, 9867.50 ,Cerrado
1235,8554,05-17-25,9417.71,Abierto
1236,18995,2025/05/25,"14,867.87",Abierto
1237,19508,02-12-2025,"9.713,00",Abierto
1238,9697,2025-03-23,1040.72,Cerrado
1239,21836,06-12-25,"12,831.95",Rechazado
1241,21089,02-17-26,"1.043,91",Cerrado
1243,7188,2025/03/28,"2.976,15",Cerrado
1244,12283,2025-03-23,7946.62,Abierto
1246,22854,2025/04/05, 2984.77 ,Cerrado
1248,23191,21-01-2025,-,Cerrado
1249,20643,2025-11-17,6978.95,Cerrado
1252,22472,2025-07-08, 2721.90 ,Cerrado
1255,5220,2025/12/05,"115,46",Rechazado
1256,19180,27/07/2025, 4203.56 ,Abierto
1257,5501,2025/05/30,"4.905,82",Abierto
1258,16974,2025-03-28,3290.95,Abierto
1259,3187,27-08-2025,"9,532.10",Rechazado
1262,25653,2025/01/14,5950.12,Rechazado
1265,18782,06-22-25, 6593.27 ,Rechazado
1266,9636,06-09-2025,"7,815.71",Cerrado
1267,6892,11-01-25,"10.975,97",Cerrado
1270,12115,02/12/2025, 9620.50 ,Abierto
1271,2456,2025-01-30,-,Abierto
1273,2951,2025-12-11, 10068.99 ,Abierto
1274,22013,27-03-2025,8107.44,Abierto
1278,1004,08-05-25, 5515.78 ,Rechazado
1279,22809,2025-01-20,11632.79,Abierto
1280,4880,11-10-25,4587.25,Cerrado
1281,9897,12-31-25,5477.26,Rechazado
1282,12153,2025-03-01,"14.167,10",Abierto
1283,701,26/01/2026,"9.490,68",Cerrado
1285,13726,2025/09/30,2496.81,Rechazado
1286,18053,29-11-2025,"4.299,28",Abierto
1288,4829,13-06-2025,221.47,Abierto
1289,17008,04-06-2025,"2,030.56",Abierto
1290,11498,2025-11-12,6656.02,Abierto
1291,5882,2025-08-16,-,Rechazado
1292,11117,24-03-2025,"11.272,92",Abierto
1293,10643,04-10-25,"303,03",Abierto
1296,5367,25/01/2025,2696.11,Cerrado
1298,21679,2025/08/06,"3,205.53",Abierto
1299,1862,13/03/2025,3051.70,Abierto
1301,4930,06-10-25,499.17,Rechazado
1303,264,2025-02-28,-,Abierto
1304,17185,29/01/2025,"2.863,30",Cerrado
1305,22650,12-04-2025, 3885.68 ,Abierto
1309,14353,31/07/2025,"2.037,84",Abierto
1312,2189,2025-02-26,14191.56,Abierto
1313,10802,26-09-2025,"10.183,67",Rechazado
1314,4439,31/03/2025,5353.68,Cerrado
1315,13728,2025-03-13,"1.409,91",Abierto
1318,13716,19/10/2025,10715.88,Rechazado
1321,5808,2025-06-21,13056.06,Cerrado
1323,16976,10/02/2025,10001.37,Abierto
1324,16939,2025/09/24, 10120.18 ,Cerrado
1327,5838,24/10/2025,5233.17,Cerrado
1328,23471,2025/11/13, 5596.99 ,Abierto
1330,12750,2025-02-13,8095.69,Abierto
1331,4675,01-31-26,"8.657,70",Abierto
1333,4591,2025/12/26, 12730.18 ,Abierto
1334,7227,2025/09/15, 804.95 ,Cerrado
1336,21837,2025/03/29,"3,334.44",Cerrado
1337,17413,22/04/2025,10772.53,Cerrado
1339,9171,2025-04-09,-,Cerrado
1340,11500,18-04-2025,442.62,Cerrado
1341,23276,2025-09-06,"12.496,18",Cerrado
1343,4046,04/06/2025,"10,329.50",Abierto
1344,19571,08-13-25, 8283.79 ,Abierto
1345,21223,05-31-25,"9.074,30",Cerrado
1346,22227,2025-01-23,"2,622.23",Abierto
1348,5073,18-06-2025,"6,507.63",Abierto
1349,12103,03/04/2025, 682.74 ,Abierto
1350,5092,2025-11-14,500.96,Abierto
1352,734,08-27-25, 7397.35 ,Cerrado
1353,7303,2025/12/03,"5.680,67",Cerrado
1354,3772,12/01/2025, 10725.18 ,Abierto
1356,23951,03-01-25,12068.19,Cerrado
1359,14693,2025-02-02,"8.813,51",Rechazado
1360,15434,29-07-2025, 4937.06 ,Abierto
1361,24260,2025-07-29,"9.292,89",Rechazado
1363,13954,2025/06/09,"9,163.92",Abierto
1365,2636,11-23-25, 5232.09 ,Abierto
1366,17006,2025/12/27,"3.110,71",Abierto
1367,6415,03-23-25,2046.86,Cerrado
1368,8517,2025-12-13,"1.480,73",Cerrado
1369,20754,05-31-25,"8,463.75",Cerrado
1372,22316,2025-10-22,"11,612.33",Cerrado
1375,21863,2025-07-05, 7731.57 ,Abierto
1376,23249,2025-02-05,"5,608.92",Abierto
1378,11583,07-14-25,"658,77",Abierto
1380,8316,09-10-25,-,Cerrado
1381,10201,2025/12/28,"3,670.10",Cerrado
1382,24644,02-18-25,"13.161,99",Cerrado
1383,22773,21-01-2025,11356.07,Cerrado
1384,3654,06-09-25, 8018.27 ,Cerrado
1385,9473,23-10-2025,"1,961.73",Cerrado
1386,15656,2025-07-20,12330.75,Abierto
1387,11547,2025/07/08,"9.451,98",Cerrado
1390,24285,12-25-25, 1372.50 ,Abierto
1391,14555,06/04/2025,"12,680.32",Rechazado
1392,10245,10-10-2025, 13014.49 ,Abierto
1393,4540,02-17-25,768.87,Rechazado
1395,6852,2025/07/08, 12344.54 ,Abierto
1396,21395,2025/04/17, 5952.86 ,Rechazado
1397,23636,19-02-2025,252.58,Abierto
1398,13443,2025/07/26,"4.318,21",Cerrado
1399,3874,22/07/2025,"9,300.73",Abierto
1401,23112,2025/02/14,4658.41,Abierto
1402,13617,22-04-2025,"2,604.92",Abierto
1403,4283,2025-12-04,"2.633,56",Cerrado
1406,8719,01/01/2026, 5915.97 ,Abierto
1408,11496,26/07/2025,4223.35,Cerrado
1409,2869,2025/02/01,1436.35,Abierto
1410,15619,2025-08-04,"509,16",Abierto
1412,25836,03-06-2025,"2,588.64",Cerrado
1413,25745,2025/03/29,-,Cerrado
1416,1806,2025/10/14,"3.319,22",Cerrado
1419,22929,04-05-25,"14,636.87",Cerrado
1421,11500,01-24-26,"3,250.69",Cerrado
1422,11242,2025/05/04,"5,377.58",Cerrado
1423,20759,12/02/2025,"8,372.01",Abierto
1424,21782,31-07-2025,-,Rechazado
1425,3831,2025/08/07,4022.30,Abierto
1426,15555,2025/02/07, 11281.70 ,Abierto
1429,6094,2026/02/11, 5609.24 ,Abierto
1432,18937,05-07-2025, 4516.80 ,Rechazado
1434,7243,09/01/2026,"9.405,40",Abierto
1436,9916,2025/10/19,"7.881,42",Abierto
1437,11222,23/11/2025,-,Rechazado
1439,9524,2025-12-29,9763.54,Cerrado
1440,25659,23-08-2025,13715.45,Rechazado
1441,11343,2025-07-04,-,Rechazado
1442,10386,08-14-25,"3,876.08",Rechazado
1443,3844,12-03-25,11811.71,Rechazado
1444,24168,05-12-25, 14088.58 ,Cerrado
1445,18385,2025/11/05,-,Cerrado
1446,24075,02/05/2025,"13.164,51",Cerrado
1447,21799,10/09/2025,-,Abierto
1448,19000,29-09-2025, 1360.72 ,Rechazado
1449,6946,28-03-2025, 11267.80 ,Abierto
1450,9478,2025-05-09,-,Abierto
1451,6017,08-05-25,"10.790,90",Abierto
1452,1559,01-01-2026,4642.79,Cerrado
1453,6962,2025-07-30,"1.960,60",Rechazado
1455,6845,2025/12/31,"6,984.65",Abierto
1456,6309,03-23-25,"11.704,65",Cerrado
1457,7235,2025/12/02,"9.943,98",Rechazado
1459,24954,2025/01/19,-,Abierto
1460,14525,05/08/2025,"11,664.98",Cerrado
1465,16903,13-10-2025,"5,932.82",Abierto
1467,8091,12-25-25,"10.067,34",Cerrado
1468,15318,18-04-2025,"14.275,89",Abierto
1470,14357,08-20-25,"14.734,22",Abierto
1472,25735,02-12-25, 273.00 ,Rechazado
1473,6774,03-22-25,12349.69,Abierto
1474,7678,24-04-2025, 2107.21 ,Cerrado
1475,17162,2026/02/24,"12.664,20",Cerrado
1476,15429,2025/08/20,"3.455,70",Cerrado
1477,1797,02-07-26, 7228.05 ,Abierto
1478,17213,05-20-25,"6,066.61",Abierto
1479,13889,04-15-25,-,Rechazado
1480,10246,10-01-2026,"3,505.60",Cerrado
1482,12339,11-22-25,"3.411,32",Abierto
1484,10128,19-01-2026,"4.575,30",Abierto
1485,3739,2025-04-26, 14002.05 ,Cerrado
1486,23140,2025/08/03,2239.16,Abierto
1487,22507,16/01/2025,-,Abierto
1488,16339,09-16-25,"9,866.18",Abierto
1489,10152,12-07-2025,-,Cerrado
1491,19473,2025-07-22,10608.90,Rechazado
1492,21099,2025-01-08, 12954.99 ,Cerrado
1494,15707,27/04/2025, 6861.88 ,Abierto
1495,22639,06-09-2025, 1953.69 ,Cerrado
1499,1534,2026/01/07,"12,862.23",Abierto
1500,5188,01-09-25, 4021.79 ,Cerrado
1501,20221,10-08-2025,14105.12,Abierto
1502,22109,2025/11/28, 7280.03 ,Cerrado
1503,582,22-10-2025,"6,460.87",Abierto
1504,34,27-01-2026,"14.397,53",Rechazado
1505,10002,31-08-2025, 9031.72 ,Cerrado
1506,3340,18-07-2025,"4.108,93",Abierto
1507,5010,2025-04-09,5191.04,Abierto
1509,7610,02-22-26,"2.361,74",Rechazado
1511,7607,06-22-25, -13471.35 ,Rechazado
1512,5142,25/01/2025,"332,33",Abierto
1513,22963,18/02/2026,"3.458,42",Abierto
1515,17258,2025-11-03,4635.56,Rechazado
1516,13612,2025/09/29,"5,423.67",Abierto
1518,5846,27-05-2025,1332.30,Cerrado
1522,25614,30/11/2025, 8082.96 ,Cerrado
1524,18949,07-09-2025,332.33,Abierto
1525,23896,2025/05/30,"13,646.22",Abierto
1527,10146,11-09-2025, 6683.03 ,Abierto
1529,7374,04/02/2026,3842.97,Abierto
1530,5798,2025-07-08, 10158.37 ,Abierto
1533,11986,2025/06/16, 9924.28 ,Abierto
1535,77,06-25-25, 1178.57 ,Abierto
1536,12103,02-04-25,"10,843.39",Abierto
1538,23031,2026-02-03, 6244.92 ,Abierto
1539,9993,22-12-2025,"9.987,17",Abierto
1541,17026,2025/03/27,"14.486,33",Abierto
1542,23386,08-24-25,"4.286,40",Abierto
1545,21286,24/02/2025,"10,473.34",Rechazado
1546,6982,2025/02/15,"8.590,30",Rechazado
1547,2713,20/03/2025,"14.836,70",Cerrado
1549,16260,2025-06-22,"1.838,76",Cerrado
1550,8469,2025-03-06,-,Abierto
1552,12525,2025/07/02,13068.51,Abierto
1554,22479,02-10-2025, 9268.93 ,Abierto
1555,21895,06-12-25, 3573.48 ,Cerrado
1556,15290,09-05-25,-,Abierto
1557,2875,03-16-25,"13.122,47",Abierto
1558,19253,2025-05-17,"7.586,96",Cerrado
1559,22819,2025-09-28,"9,352.32",Abierto
1560,17335,2025-07-31,10290.63,Abierto
1561,11098,31/01/2026,"9,822.63",Cerrado
1562,18159,16-04-2025,-,Rechazado
1563,24590,22/10/2025,10818.93,Rechazado
1566,6849,2025/10/18,3892.12,Rechazado
1567,18204,22-04-2025,11871.79,Abierto
1569,12496,16-02-2026,"12,429.33",Abierto
1570,9794,23/05/2025,"12.343,31",Abierto
1572,25506,2025-04-22,-,Cerrado
1573,18576,06-19-25,"8.546,09",Abierto
1574,20263,2025-06-18,-,Abierto
1575,9263,08-02-2026, 6311.40 ,Cerrado
1576,11899,13/09/2025,"14,332.84",Rechazado
1577,20862,2026/02/02,888.16,Rechazado
1579,16882,2026/01/09,"755,76",Rechazado
1580,10293,26-01-2025,14216.09,Cerrado
1581,24898,2025-03-25, 5976.74 ,Abierto
1583,15796,2025/05/30,"3.950,21",Rechazado
1584,9543,2025/11/10,"14,269.64",Rechazado
1585,7750,2025/01/17,"14,826.99",Abierto
1586,12676,07/10/2025, 10701.90 ,Abierto
1587,10505,01-05-2025, 1657.92 ,Rechazado
1589,18614,03/12/2025,"4.144,80",Cerrado
1590,14687,07/05/2025, 12635.32 ,Cerrado
1592,14672,18/01/2025,"4.060,14",Abierto
1593,17794,2025/02/08,124.71,Cerrado
1598,12815,2025/03/25, 11055.38 ,Abierto
1599,17274,03/09/2025,"8,445.17",Cerrado
1601,25582,09-06-25, 1773.66 ,Cerrado
1602,21142,2025-01-27,"5,456.03",Abierto
1603,22121,05-03-25, 13184.77 ,Cerrado
1605,24145,2025/05/13,"5,079.39",Abierto
1606,11783,08-10-25,"10.644,47",Rechazado
1607,19514,10-26-25, 3430.22 ,Abierto
1608,14576,30-11-2025,13290.94,Cerrado
1609,9973,03-13-25, 8344.04 ,Abierto
1610,20853,2025-09-19,"14,916.37",Abierto
1616,7629,11-11-2025,10134.99,Abierto
1617,10680,23/02/2025,2936.70,Abierto
1618,9849,05-02-2025, 7766.02 ,Abierto
1619,4319,28/05/2025, 8406.70 ,Rechazado
1620,17234,01-07-25,"4.176,97",Cerrado
1621,13030,25-08-2025,"4.112,75",Cerrado
1623,5518,04-07-2025,1460.99,Abierto
1625,20251,01-03-25,"3,105.78",Cerrado
1626,18422,05-03-2025, 7822.31 ,Rechazado
1628,19419,25/08/2025,"8.875,22",Abierto
1630,6147,2025/01/18,"9.172,71",Rechazado
1633,13439,08-17-25,"8,464.07",Rechazado
1635,1899,2025/02/14, 3611.54 ,Cerrado
1636,18942,06/09/2025,7658.59,Abierto
1641,7726,11-12-25, 11900.49 ,Cerrado
1643,24800,2025-08-26, 2225.29 ,Rechazado
1645,3536,10-11-2025,"3,230.94",Rechazado
1646,18662,06-13-25,"5,421.05",Cerrado
1647,919,28-09-2025,"13,191.68",Cerrado
1648,8730,05/07/2025, 7269.02 ,Abierto
1652,3274,2026/01/27, 4403.86 ,Abierto
1653,23044,18/03/2025,"9,906.16",Rechazado
1655,6461,11-26-25,1794.45,Abierto
1656,22727,12/11/2025,"2.116,47",Abierto
1657,15344,2025/08/16,"14.721,34",Cerrado
1659,22196,06-01-2026,"1,793.52",Abierto
1660,13791,2025/08/03, 9738.63 ,Rechazado
1661,19514,08/10/2025,5785.53,Abierto
1662,10657,2025-09-21,-,Cerrado
1663,1536,2026-02-04, 4094.39 ,Rechazado
1664,4046,30/06/2025,"5,640.41",Abierto
1665,7354,04-09-25, 5707.24 ,Rechazado
1666,21309,12-13-25,"6,049.07",Cerrado
1671,4836,06-01-2025, 8522.03 ,Rechazado
1673,19684,2026-02-21, 4090.88 ,Cerrado
1674,23943,2025-07-01,"5.803,78",Cerrado
1676,3211,2025/09/20,417.92,Abierto
1677,10356,08-21-25,"6.125,12",Cerrado
1679,5678,03/02/2026,946.57,Abierto
1680,16276,28/11/2025,3621.25,Abierto
1681,7490,28-10-2025,8987.56,Cerrado
1682,10030,2025-03-17,8025.30,Cerrado
1683,22209,2025-04-04,6950.72,Cerrado
1686,21541,16/08/2025,5751.40,Cerrado
1687,6289,2025/08/25,"8,359.01",Abierto
1688,14006,2026/02/12, 10717.35 ,Abierto
1689,18789,2025/04/27,-,Abierto
1690,13496,11-16-25,-,Cerrado
1691,5604,11/05/2025,1639.43,Cerrado
1692,8897,2025-02-09, 10700.54 ,Cerrado
1695,22979,2025-07-29,"5,342.61",Cerrado
1696,3,2025-11-11,"3,842.84",Cerrado
1697,9911,2025-02-22, 1268.23 ,Cerrado
1699,6458,2025-08-23,"11.003,47",Cerrado
1701,3628,2025-08-18, 198.12 ,Cerrado
1702,17739,08-04-2025,7793.82,Cerrado
1704,23784,2025/07/20,-,Rechazado
1707,18921,27/04/2025,3154.38,Abierto
1708,23367,2025/12/16,4989.47,Abierto
1709,25857,2025-09-24,"3,504.90",Abierto
1710,24381,09/05/2025,-,Cerrado
1711,487,10-30-25, 11102.58 ,Cerrado
1712,725,13/07/2025, 4628.82 ,Cerrado
1715,23524,05-02-2025, 2104.56 ,Abierto
1716,15646,07/08/2025, 6969.42 ,Abierto
1717,16310,2025-08-09,"997,25",Abierto
1721,17403,02-22-25, 14084.26 ,Cerrado
1723,22585,22/06/2025, 11017.87 ,Abierto
1724,9172,13-02-2026,532.22,Cerrado
1725,7908,27-03-2025,"13.653,09",Abierto
1726,15203,11/08/2025,"1.691,15",Abierto
1727,22791,2025-01-14, 3290.56 ,Abierto
1728,18014,2025-10-14, 6059.38 ,Cerrado
1729,21018,2026/02/02,"2.315,11",Cerrado
1730,18609,30/03/2025, 13971.11 ,Cerrado
1733,6940,30-01-2025, 11707.13 ,Abierto
1734,18711,2025-02-15,2970.31,Abierto
1735,9415,01-01-2025, 2671.25 ,Abierto
1736,11816,2025/02/11,5443.92,Cerrado
1737,14435,07-12-25,"4.637,30",Abierto
1739,5609,04-06-2025, 12337.10 ,Cerrado
1740,2237,28-06-2025,"7,841.66",Rechazado
1741,25650,28-06-2025,"7.286,20",Abierto
1742,5917,05-04-25,"2,720.64",Cerrado
1743,21885,2025-12-02,"1.468,60",Cerrado
1744,24671,13-01-2026,"7,365.80",Cerrado
1745,3242,12-05-25, 13344.51 ,Cerrado
1746,6812,07/08/2025, 10981.75 ,Cerrado
1748,578,2025/11/06,13210.33,Cerrado
1749,18459,2026-02-01,"7.168,82",Cerrado
1750,16349,2025-09-10,"13,412.59",Abierto
1751,14157,06/07/2025,"9.988,32",Cerrado
1752,21814,07-05-25,"7,726.82",Cerrado
1753,16158,2025/03/06,"8,538.48",Rechazado
1754,15985,10/06/2025, 1894.27 ,Abierto
1756,11179,12-08-2025,"7,984.57",Cerrado
1757,583,03-18-25,"11,197.37",Cerrado
1758,22353,2025/11/19, 13507.25 ,Cerrado
1759,12557,2025/06/27,"2.980,87",Abierto
1760,24629,10-06-2025, 10191.94 ,Cerrado
1764,1221,2025/08/22,10531.93,Cerrado
1765,11078,15/07/2025,2803.48,Abierto
1766,6556,14/08/2025, 8873.53 ,Abierto
1768,14986,02-02-25,"6,540.78",Cerrado
1770,15069,04/02/2026, 12092.65 ,Cerrado
1771,22197,06/09/2025,"3.166,46",Cerrado
1772,17743,05-02-2026,14678.53,Abierto
1774,7242,2025/10/24, 14191.33 ,Cerrado
1775,23224,12/12/2025, 13837.08 ,Cerrado
1776,20436,10/04/2025,-,Rechazado
1777,13885,18/07/2025,-,Cerrado
1779,21484,2025-10-05, 3767.35 ,Cerrado
1780,11872,08-15-25,7972.84,Cerrado
1782,21554,10/09/2025,"5,842.04",Cerrado
1783,21334,2025/09/06,"7,384.45",Abierto
1785,22345,2025-11-17,13657.52,Cerrado
1790,20480,03-11-2025,-,Abierto
1792,6819,02/02/2025,226.54,Rechazado
1797,19532,17-03-2025,"8,804.05",Rechazado
1798,2825,27-07-2025,"9.848,17",Rechazado
1799,8003,05-11-2025, 8586.97 ,Abierto
1801,12035,02-28-25,617.52,Abierto
1807,15926,19-07-2025,"3.612,27",Cerrado
1810,17048,09-18-25, 2521.35 ,Rechazado
1811,3336,2025-03-26,14741.87,Abierto
1813,21707,08-07-2025,"6.974,08",Cerrado
1814,16960,08/06/2025,"7.339,44",Cerrado
1816,10632,11-21-25,"1,194.15",Cerrado
1817,16667,04-18-25,"13,195.93",Abierto
1818,4468,2025-10-18, 9678.43 ,Cerrado
